"word" "root" "prob" "freq"
"10979" "anyone" "or" 0.00134271512491124 104
"10980" "can" "person" 0.0128173527236875 104
"10981" "departments" "police" 0.0119705340699816 104
"10982" "pepper" "red" 0.0180995475113122 104
"10983" "light" "red" 0.0180995475113122 104
"10984" "franciscos" "san" 0.0213289581624282 104
"10985" "began" "she" 0.0021327645961077 104
"10986" "see" "should" 0.00482800241400121 104
"10987" "mad" "so" 0.00108178952952557 104
"10988" "even" "so" 0.00108178952952557 104
"10989" "point" "starting" 0.0231574259630372 104
"10990" "thinking" "stop" 0.0121452761882518 104
"10991" "allowed" "that" 0.000399895411969177 104
"10992" "thats" "that" 0.000399895411969177 104
"10993" "despite" "that" 0.000399895411969177 104
"10994" "selection" "the" 8.72268081530227e-05 104
"10995" "drop" "the" 8.72268081530227e-05 104
"10996" "zone" "the" 8.72268081530227e-05 104
"10997" "toughest" "the" 8.72268081530227e-05 104
"10998" "captain" "the" 8.72268081530227e-05 104
"10999" "treasury" "the" 8.72268081530227e-05 104
"11000" "extreme" "the" 8.72268081530227e-05 104
"11001" "clothes" "the" 8.72268081530227e-05 104
"11002" "lessons" "the" 8.72268081530227e-05 104
"11003" "hype" "the" 8.72268081530227e-05 104
"11004" "expansion" "the" 8.72268081530227e-05 104
"11005" "revolution" "the" 8.72268081530227e-05 104
"11006" "complaint" "the" 8.72268081530227e-05 104
"11007" "suburbs" "the" 8.72268081530227e-05 104
"11008" "second" "their" 0.0020396156109041 104
"11009" "health" "their" 0.0020396156109041 104
"11010" "still" "theyre" 0.0152626944525976 104
"11011" "wonderful" "this" 0.000764076642764782 104
"11012" "big" "this" 0.000764076642764782 104
"11013" "novel" "this" 0.000764076642764782 104
"11014" "navigate" "to" 0.00015109339315082 104
"11015" "cast" "to" 0.00015109339315082 104
"11016" "teams" "two" 0.0036325532658051 104
"11017" "now" "us" 0.00284184063832113 104
"11018" "large" "very" 0.0044264737178123 104
"11019" "ever" "we" 0.000995158172736494 104
"11020" "done" "were" 0.00189414635923214 104
"11021" "led" "who" 0.00166134185303514 104
"11022" "anyone" "with" 0.000582590623652059 104
"11023" "plans" "your" 0.00137239377144365 104
"11024" "telephone" "a" 0.000173499398647715 103
"11025" "term" "a" 0.000173499398647715 103
"11026" "massage" "a" 0.000173499398647715 103
"11027" "laptop" "a" 0.000173499398647715 103
"11028" "dude" "a" 0.000173499398647715 103
"11029" "debate" "a" 0.000173499398647715 103
"11030" "im" "again" 0.00689839930346259 103
"11031" "investment" "an" 0.0013841853464495 103
"11032" "child" "and" 0.00017115320704553 103
"11033" "summer" "and" 0.00017115320704553 103
"11034" "released" "and" 0.00017115320704553 103
"11035" "sunny" "and" 0.00017115320704553 103
"11036" "decide" "and" 0.00017115320704553 103
"11037" "turns" "and" 0.00017115320704553 103
"11038" "money" "any" 0.00442363855007731 103
"11039" "follows" "as" 0.00085397096498719 103
"11040" "heart" "at" 0.000723512759814837 103
"11041" "published" "be" 0.000754197511880441 103
"11042" "close" "be" 0.000754197511880441 103
"11043" "purchased" "be" 0.000754197511880441 103
"11044" "following" "be" 0.000754197511880441 103
"11045" "people" "because" 0.00345892941097455 103
"11046" "man" "big" 0.006640448713816 103
"11047" "yes" "but" 0.000861657896718171 103
"11048" "somehow" "but" 0.000861657896718171 103
"11049" "local" "by" 0.00131130009675612 103
"11050" "along" "come" 0.00494289279201459 103
"11051" "win" "didnt" 0.00601776115914933 103
"11052" "good" "do" 0.00170736154623966 103
"11053" "got" "even" 0.00383084762152713 103
"11054" "speech" "free" 0.00932379831628496 103
"11055" "fact" "fun" 0.00986023358223243 103
"11056" "better" "had" 0.00176397047490195 103
"11057" "lived" "has" 0.00158135535971996 103
"11058" "enjoyed" "have" 0.00077882797731569 103
"11059" "finally" "he" 0.000966872870298229 103
"11060" "sat" "he" 0.000966872870298229 103
"11061" "really" "hes" 0.00898778359511344 103
"11062" "dropped" "i" 0.000251010133011001 103
"11063" "win" "i" 0.000251010133011001 103
"11064" "addicted" "im" 0.0016745789165637 103
"11065" "water" "in" 0.000250367651527121 103
"11066" "trying" "in" 0.000250367651527121 103
"11067" "science" "in" 0.000250367651527121 103
"11068" "years" "is" 0.000384309716319731 103
"11069" "nearly" "is" 0.000384309716319731 103
"11070" "close" "is" 0.000384309716319731 103
"11071" "cost" "it" 0.000451289241352115 103
"11072" "coming" "its" 0.00115521360235978 103
"11073" "gotta" "just" 0.0013610835811034 103
"11074" "isnt" "just" 0.0013610835811034 103
"11075" "days" "last" 0.00328559124692973 103
"11076" "take" "lets" 0.0149016203703704 103
"11077" "say" "lets" 0.0149016203703704 103
"11078" "long" "long" 0.00674481042498854 103
"11079" "festival" "music" 0.0108971646212442 103
"11080" "words" "my" 0.000683676720475786 103
"11081" "niece" "my" 0.000683676720475786 103
"11082" "beautiful" "my" 0.000683676720475786 103
"11083" "books" "my" 0.000683676720475786 103
"11084" "single" "new" 0.00211529377939334 103
"11085" "tell" "not" 0.00100849880546743 103
"11086" "watching" "of" 0.000205549845837616 103
"11087" "major" "of" 0.000205549845837616 103
"11088" "large" "of" 0.000205549845837616 103
"11089" "waiting" "of" 0.000205549845837616 103
"11090" "pictures" "of" 0.000205549845837616 103
"11091" "meat" "of" 0.000205549845837616 103
"11092" "boy" "oh" 0.00933055530392246 103
"11093" "days" "old" 0.00876670354923823 103
"11094" "september" "on" 0.000505142150924704 103
"11095" "national" "on" 0.000505142150924704 103
"11096" "show" "our" 0.00222054543494664 103
"11097" "clients" "our" 0.00222054543494664 103
"11098" "dr" "said" 0.00135576264939715 103
"11099" "something" "see" 0.00296317606444189 103
"11100" "different" "so" 0.00107138770712629 103
"11101" "go" "so" 0.00107138770712629 103
"11102" "interesting" "some" 0.00203336294541506 103
"11103" "good" "something" 0.00571491982466848 103
"11104" "pattys" "st" 0.00971973199962253 103
"11105" "year" "th" 0.00921370426692906 103
"11106" "time" "th" 0.00921370426692906 103
"11107" "nothing" "that" 0.000396050263777166 103
"11108" "appears" "that" 0.000396050263777166 103
"11109" "presentation" "the" 8.6388088843859e-05 103
"11110" "pro" "the" 8.6388088843859e-05 103
"11111" "dude" "the" 8.6388088843859e-05 103
"11112" "houses" "the" 8.6388088843859e-05 103
"11113" "trunk" "the" 8.6388088843859e-05 103
"11114" "shelf" "the" 8.6388088843859e-05 103
"11115" "warriors" "the" 8.6388088843859e-05 103
"11116" "killer" "the" 8.6388088843859e-05 103
"11117" "fund" "the" 8.6388088843859e-05 103
"11118" "subway" "the" 8.6388088843859e-05 103
"11119" "driveway" "the" 8.6388088843859e-05 103
"11120" "sites" "the" 8.6388088843859e-05 103
"11121" "independent" "the" 8.6388088843859e-05 103
"11122" "empty" "the" 8.6388088843859e-05 103
"11123" "nearly" "the" 8.6388088843859e-05 103
"11124" "establishment" "the" 8.6388088843859e-05 103
"11125" "appearance" "the" 8.6388088843859e-05 103
"11126" "crust" "the" 8.6388088843859e-05 103
"11127" "faces" "their" 0.00202000392233771 103
"11128" "next" "this" 0.000756729751968967 103
"11129" "people" "three" 0.00732314255243512 103
"11130" "examine" "to" 0.000149640572062832 103
"11131" "women" "two" 0.00359762486901851 103
"11132" "using" "was" 0.000660709589269563 103
"11133" "ones" "which" 0.00287492673123622 103
"11134" "since" "while" 0.00533789386401327 103
"11135" "create" "will" 0.00131210191082803 103
"11136" "much" "with" 0.000576988790732328 103
"11137" "work" "wont" 0.0156226300621872 103
"11138" "ethic" "work" 0.00393204810078259 103
"11139" "together" "working" 0.0108856478545762 103
"11140" "try" "would" 0.00200517842194405 103
"11141" "consider" "would" 0.00200517842194405 103
"11142" "find" "would" 0.00200517842194405 103
"11143" "earlier" "years" 0.00407710881526343 103
"11144" "suck" "you" 0.000438406074690775 103
"11145" "celebrity" "a" 0.00017181493846667 102
"11146" "sore" "a" 0.00017181493846667 102
"11147" "sick" "a" 0.00017181493846667 102
"11148" "turn" "a" 0.00017181493846667 102
"11149" "stunning" "a" 0.00017181493846667 102
"11150" "volunteer" "a" 0.00017181493846667 102
"11151" "substantial" "a" 0.00017181493846667 102
"11152" "brain" "a" 0.00017181493846667 102
"11153" "blind" "a" 0.00017181493846667 102
"11154" "salad" "a" 0.00017181493846667 102
"11155" "standing" "a" 0.00017181493846667 102
"11156" "go" "all" 0.00123607896363262 102
"11157" "yearold" "an" 0.00137074665376552 102
"11158" "son" "and" 0.000169491525423729 102
"11159" "different" "and" 0.000169491525423729 102
"11160" "perfect" "are" 0.000829808005206638 102
"11161" "real" "are" 0.000829808005206638 102
"11162" "living" "are" 0.000829808005206638 102
"11163" "becoming" "are" 0.000829808005206638 102
"11164" "dinner" "at" 0.000716488364088479 102
"11165" "crazy" "be" 0.000746875205939855 102
"11166" "responsible" "be" 0.000746875205939855 102
"11167" "thinking" "be" 0.000746875205939855 102
"11168" "going" "by" 0.00129856902785558 102
"11169" "share" "can" 0.00165837479270315 102
"11170" "finally" "can" 0.00165837479270315 102
"11171" "less" "care" 0.0134902790636159 102
"11172" "will" "children" 0.0131714876033058 102
"11173" "resist" "couldnt" 0.0216744581385465 102
"11174" "agree" "couldnt" 0.0216744581385465 102
"11175" "see" "couldnt" 0.0216744581385465 102
"11176" "play" "didnt" 0.00595933629352653 102
"11177" "attorneys" "district" 0.0232876712328767 102
"11178" "great" "do" 0.00169078522054801 102
"11179" "team" "first" 0.00303003297388825 102
"11180" "five" "first" 0.00303003297388825 102
"11181" "started" "first" 0.00303003297388825 102
"11182" "today" "game" 0.00574259655444207 102
"11183" "forward" "going" 0.00326107807404566 102
"11184" "health" "good" 0.00229146541459798 102
"11185" "article" "great" 0.00334283747910727 102
"11186" "way" "half" 0.0158090514569126 102
"11187" "reached" "have" 0.000771266540642722 102
"11188" "liked" "he" 0.000957485755052615 102
"11189" "yearold" "his" 0.00135640101597096 102
"11190" "speech" "his" 0.00135640101597096 102
"11191" "failed" "i" 0.000248573141428369 102
"11192" "asia" "in" 0.0002479368976288 102
"11193" "politics" "in" 0.0002479368976288 102
"11194" "national" "is" 0.000380578554025364 102
"11195" "okay" "is" 0.000380578554025364 102
"11196" "current" "its" 0.00114399793631745 102
"11197" "added" "just" 0.00134786917740337 102
"11198" "looking" "just" 0.00134786917740337 102
"11199" "watching" "love" 0.00253889234598631 102
"11200" "reasons" "many" 0.00458200440231795 102
"11201" "say" "might" 0.0089387433178512 102
"11202" "times" "more" 0.0016766112727452 102
"11203" "successful" "most" 0.0044205599375921 102
"11204" "make" "must" 0.0110353781239857 102
"11205" "leave" "never" 0.00494090292578958 102
"11206" "overall" "no" 0.00207144452793404 102
"11207" "wanting" "not" 0.000998707554928915 102
"11208" "least" "not" 0.000998707554928915 102
"11209" "seem" "not" 0.000998707554928915 102
"11210" "ill" "now" 0.00229337170608868 102
"11211" "looking" "of" 0.000203554216266377 102
"11212" "speech" "of" 0.000203554216266377 102
"11213" "truth" "of" 0.000203554216266377 102
"11214" "dear" "oh" 0.00923996738835039 102
"11215" "first" "on" 0.00050023785819728 102
"11216" "august" "on" 0.00050023785819728 102
"11217" "november" "on" 0.00050023785819728 102
"11218" "run" "one" 0.00141037872817024 102
"11219" "simply" "or" 0.00131689368020141 102
"11220" "dont" "or" 0.00131689368020141 102
"11221" "team" "other" 0.00324159410156995 102
"11222" "nation" "our" 0.00219898674140347 102
"11223" "love" "people" 0.00257017588066321 102
"11224" "per" "points" 0.0215235281705001 102
"11225" "thing" "real" 0.0106873428331936 102
"11226" "time" "real" 0.0106873428331936 102
"11227" "became" "she" 0.0020917498923364 102
"11228" "used" "she" 0.0020917498923364 102
"11229" "early" "so" 0.001060985884727 102
"11230" "extra" "some" 0.0020136215575955 102
"11231" "area" "that" 0.000392205115585155 102
"11232" "obama" "that" 0.000392205115585155 102
"11233" "initiative" "the" 8.55493695346953e-05 102
"11234" "empire" "the" 8.55493695346953e-05 102
"11235" "earlier" "the" 8.55493695346953e-05 102
"11236" "cooking" "the" 8.55493695346953e-05 102
"11237" "passing" "the" 8.55493695346953e-05 102
"11238" "jungle" "the" 8.55493695346953e-05 102
"11239" "basketball" "the" 8.55493695346953e-05 102
"11240" "islands" "the" 8.55493695346953e-05 102
"11241" "tradition" "the" 8.55493695346953e-05 102
"11242" "liberal" "the" 8.55493695346953e-05 102
"11243" "travel" "the" 8.55493695346953e-05 102
"11244" "elevator" "the" 8.55493695346953e-05 102
"11245" "ugly" "the" 8.55493695346953e-05 102
"11246" "marriage" "the" 8.55493695346953e-05 102
"11247" "grammys" "the" 8.55493695346953e-05 102
"11248" "findings" "the" 8.55493695346953e-05 102
"11249" "neighbors" "the" 8.55493695346953e-05 102
"11250" "care" "the" 8.55493695346953e-05 102
"11251" "disabled" "the" 8.55493695346953e-05 102
"11252" "contents" "the" 8.55493695346953e-05 102
"11253" "patients" "the" 8.55493695346953e-05 102
"11254" "dolphins" "the" 8.55493695346953e-05 102
"11255" "fee" "the" 8.55493695346953e-05 102
"11256" "decided" "they" 0.00126153313379672 102
"11257" "can" "things" 0.00544522741832159 102
"11258" "just" "time" 0.00190454850997087 102
"11259" "research" "to" 0.000148187750974843 102
"11260" "los" "to" 0.000148187750974843 102
"11261" "require" "to" 0.000148187750974843 102
"11262" "dream" "to" 0.000148187750974843 102
"11263" "followers" "twitter" 0.0118950437317784 102
"11264" "officials" "us" 0.00278718985681495 102
"11265" "important" "was" 0.000654294933063063 102
"11266" "younger" "was" 0.000654294933063063 102
"11267" "willing" "was" 0.000654294933063063 102
"11268" "understand" "we" 0.000976020515568484 102
"11269" "looked" "we" 0.000976020515568484 102
"11270" "keep" "well" 0.00328354365181561 102
"11271" "new" "whats" 0.014103982300885 102
"11272" "isnt" "which" 0.00284701482122422 102
"11273" "life" "with" 0.000571386957812596 102
"11274" "days" "within" 0.0242683797287652 102
"11275" "ask" "would" 0.00198571067027469 102
"11276" "around" "you" 0.000434149705033583 102
"11277" "left" "you" 0.000434149705033583 102
"11278" "wife" "your" 0.00134600158353127 102
"11279" "stroke" "a" 0.000170130478285624 101
"11280" "county" "a" 0.000170130478285624 101
"11281" "legitimate" "a" 0.000170130478285624 101
"11282" "neighbor" "a" 0.000170130478285624 101
"11283" "promise" "a" 0.000170130478285624 101
"11284" "roll" "a" 0.000170130478285624 101
"11285" "load" "a" 0.000170130478285624 101
"11286" "guide" "a" 0.000170130478285624 101
"11287" "loving" "a" 0.000170130478285624 101
"11288" "today" "ago" 0.0128613268814466 101
"11289" "can" "also" 0.00311075520512505 101
"11290" "sorry" "am" 0.00346959807626245 101
"11291" "education" "an" 0.00135730796108155 101
"11292" "creative" "and" 0.000167829843801928 101
"11293" "fans" "and" 0.000167829843801928 101
"11294" "adding" "and" 0.000167829843801928 101
"11295" "struck" "and" 0.000167829843801928 101
"11296" "spending" "and" 0.000167829843801928 101
"11297" "walking" "and" 0.000167829843801928 101
"11298" "week" "another" 0.00611602276856001 101
"11299" "whether" "asked" 0.0152868170122597 101
"11300" "large" "at" 0.000709463968362122 101
"11301" "two" "at" 0.000709463968362122 101
"11302" "completed" "be" 0.000739552899999268 101
"11303" "determined" "be" 0.000739552899999268 101
"11304" "called" "being" 0.00475137601731194 101
"11305" "thing" "big" 0.00651150796209142 101
"11306" "months" "coming" 0.0109035949476412 101
"11307" "help" "didnt" 0.00590091142790372 101
"11308" "sorry" "feel" 0.00690645514223195 101
"11309" "updates" "for" 0.000367470493210892 101
"11310" "sick" "get" 0.00179125653985989 101
"11311" "go" "go" 0.00289647261256094 101
"11312" "kept" "have" 0.000763705103969754 101
"11313" "added" "have" 0.000763705103969754 101
"11314" "alone" "home" 0.00505454909418477 101
"11315" "awesome" "how" 0.0023131713349976 101
"11316" "stamped" "i" 0.000246136149845738 101
"11317" "learn" "i" 0.000246136149845738 101
"11318" "signed" "i" 0.000246136149845738 101
"11319" "hated" "i" 0.000246136149845738 101
"11320" "miss" "ill" 0.00759227241975494 101
"11321" "spain" "in" 0.000245506143730478 101
"11322" "areas" "in" 0.000245506143730478 101
"11323" "following" "is" 0.000376847391730998 101
"11324" "provided" "is" 0.000376847391730998 101
"11325" "seen" "is" 0.000376847391730998 101
"11326" "requires" "it" 0.000442526343461783 101
"11327" "needed" "it" 0.000442526343461783 101
"11328" "spent" "ive" 0.00609829730708852 101
"11329" "checked" "just" 0.00133465477370334 101
"11330" "use" "just" 0.00133465477370334 101
"11331" "around" "just" 0.00133465477370334 101
"11332" "get" "must" 0.010927188142378 101
"11333" "shoes" "my" 0.000670401444350042 101
"11334" "rules" "new" 0.00207422011377405 101
"11335" "interested" "not" 0.000988916304390397 101
"11336" "made" "not" 0.000988916304390397 101
"11337" "stop" "not" 0.000988916304390397 101
"11338" "touch" "of" 0.000201558586695138 101
"11339" "evil" "of" 0.000201558586695138 101
"11340" "stories" "of" 0.000201558586695138 101
"11341" "eating" "of" 0.000201558586695138 101
"11342" "china" "of" 0.000201558586695138 101
"11343" "humanity" "of" 0.000201558586695138 101
"11344" "october" "on" 0.000495333565469856 101
"11345" "piece" "one" 0.0013965514857372 101
"11346" "years" "or" 0.00130398295784649 101
"11347" "thing" "other" 0.00320981376724083 101
"11348" "food" "our" 0.0021774280478603 101
"11349" "weve" "said" 0.00132943716105934 101
"11350" "goes" "she" 0.00207124254045075 101
"11351" "got" "shes" 0.021081193905239 101
"11352" "yes" "so" 0.00105058406232772 101
"11353" "working" "started" 0.0123517182340712 101
"11354" "rt" "that" 0.000388359967393143 101
"11355" "allstar" "the" 8.47106502255316e-05 101
"11356" "speakers" "the" 8.47106502255316e-05 101
"11357" "comfort" "the" 8.47106502255316e-05 101
"11358" "prosecution" "the" 8.47106502255316e-05 101
"11359" "superbowl" "the" 8.47106502255316e-05 101
"11360" "sunday" "the" 8.47106502255316e-05 101
"11361" "parts" "the" 8.47106502255316e-05 101
"11362" "hero" "the" 8.47106502255316e-05 101
"11363" "dangers" "the" 8.47106502255316e-05 101
"11364" "honor" "the" 8.47106502255316e-05 101
"11365" "theory" "the" 8.47106502255316e-05 101
"11366" "laundry" "the" 8.47106502255316e-05 101
"11367" "incredible" "the" 8.47106502255316e-05 101
"11368" "got" "then" 0.00327210289305731 101
"11369" "right" "this" 0.000742035970377336 101
"11370" "little" "those" 0.0045462729564278 101
"11371" "together" "time" 0.00188587646575547 101
"11372" "swim" "to" 0.000146734929886854 101
"11373" "concentrate" "to" 0.000146734929886854 101
"11374" "feet" "to" 0.000146734929886854 101
"11375" "writing" "to" 0.000146734929886854 101
"11376" "schedule" "to" 0.000146734929886854 101
"11377" "resist" "to" 0.000146734929886854 101
"11378" "see" "u" 0.00520189534404615 101
"11379" "supreme" "us" 0.00275986446606186 101
"11380" "particularly" "was" 0.000647880276856562 101
"11381" "spend" "we" 0.000966451686984479 101
"11382" "take" "well" 0.00325135204738604 101
"11383" "part" "were" 0.0018395075219466 101
"11384" "school" "with" 0.000565785124892865 101
"11385" "old" "with" 0.000565785124892865 101
"11386" "police" "with" 0.000565785124892865 101
"11387" "prefer" "would" 0.00196624291860533 101
"11388" "tell" "would" 0.00196624291860533 101
"11389" "adults" "young" 0.0150858849887976 101
"11390" "religious" "a" 0.000168446018104578 100
"11391" "district" "a" 0.000168446018104578 100
"11392" "sophomore" "a" 0.000168446018104578 100
"11393" "struggle" "a" 0.000168446018104578 100
"11394" "cop" "a" 0.000168446018104578 100
"11395" "cure" "a" 0.000168446018104578 100
"11396" "marketing" "a" 0.000168446018104578 100
"11397" "subject" "a" 0.000168446018104578 100
"11398" "rainy" "a" 0.000168446018104578 100
"11399" "flower" "a" 0.000168446018104578 100
"11400" "lunch" "a" 0.000168446018104578 100
"11401" "division" "a" 0.000168446018104578 100
"11402" "sunny" "a" 0.000168446018104578 100
"11403" "selection" "a" 0.000168446018104578 100
"11404" "vintage" "a" 0.000168446018104578 100
"11405" "distance" "a" 0.000168446018104578 100
"11406" "presentation" "a" 0.000168446018104578 100
"11407" "grateful" "am" 0.00343524562006183 100
"11408" "entirely" "an" 0.00134386926839757 100
"11409" "intense" "an" 0.00134386926839757 100
"11410" "interesting" "and" 0.000166168162180126 100
"11411" "growing" "and" 0.000166168162180126 100
"11412" "day" "and" 0.000166168162180126 100
"11413" "whatever" "and" 0.000166168162180126 100
"11414" "finish" "and" 0.000166168162180126 100
"11415" "fellow" "and" 0.000166168162180126 100
"11416" "senior" "and" 0.000166168162180126 100
"11417" "growing" "are" 0.000813537260006508 100
"11418" "easy" "are" 0.000813537260006508 100
"11419" "seeing" "are" 0.000813537260006508 100
"11420" "responsible" "are" 0.000813537260006508 100
"11421" "lots" "are" 0.000813537260006508 100
"11422" "needed" "as" 0.000829098024259408 100
"11423" "served" "be" 0.000732230594058681 100
"11424" "listening" "been" 0.00211994657734625 100
"11425" "model" "business" 0.0117827265229174 100
"11426" "law" "by" 0.00127310689005449 100
"11427" "together" "came" 0.00999500249875063 100
"11428" "try" "can" 0.00162585763990505 100
"11429" "like" "days" 0.00744435345790218 100
"11430" "second" "every" 0.00614288346950058 100
"11431" "amendment" "first" 0.00297062056263553 100
"11432" "bed" "for" 0.000363832171495932 100
"11433" "percent" "for" 0.000363832171495932 100
"11434" "eight" "for" 0.000363832171495932 100
"11435" "page" "front" 0.0213219616204691 100
"11436" "around" "going" 0.00319713536671143 100
"11437" "im" "good" 0.0022465347201941 100
"11438" "call" "good" 0.0022465347201941 100
"11439" "friday" "good" 0.0022465347201941 100
"11440" "increased" "has" 0.00153529646574754 100
"11441" "talked" "he" 0.000938711524561387 100
"11442" "story" "her" 0.00194129523217891 100
"11443" "book" "her" 0.00194129523217891 100
"11444" "like" "him" 0.00336620998417881 100
"11445" "grabbed" "i" 0.000243699158263107 100
"11446" "share" "i" 0.000243699158263107 100
"11447" "opened" "it" 0.000438144894516617 100
"11448" "begins" "it" 0.000438144894516617 100
"11449" "sitting" "just" 0.0013214403700033 100
"11450" "actually" "might" 0.00876347384103058 100
"11451" "effective" "more" 0.00164373654190706 100
"11452" "nature" "mother" 0.0217391304347826 100
"11453" "obama" "mr" 0.0215889464594128 100
"11454" "shirt" "my" 0.000663763806287171 100
"11455" "knee" "my" 0.000663763806287171 100
"11456" "closet" "my" 0.000663763806287171 100
"11457" "long" "night" 0.00524796641301496 100
"11458" "ones" "no" 0.00203082796856278 100
"11459" "play" "not" 0.000979125053851878 100
"11460" "comment" "not" 0.000979125053851878 100
"11461" "theres" "now" 0.00224840363342027 100
"11462" "tax" "of" 0.000199562957123899 100
"11463" "silence" "of" 0.000199562957123899 100
"11464" "london" "of" 0.000199562957123899 100
"11465" "environmental" "of" 0.000199562957123899 100
"11466" "classes" "of" 0.000199562957123899 100
"11467" "days" "only" 0.00315776177845143 100
"11468" "die" "or" 0.00129107223549158 100
"11469" "thoughts" "our" 0.00215586935431713 100
"11470" "including" "people" 0.00251978027516001 100
"11471" "even" "she" 0.0020507351885651 100
"11472" "going" "shes" 0.0208724692131079 100
"11473" "stuff" "some" 0.00197413878195637 100
"11474" "five" "than" 0.0028388928317956 100
"11475" "runs" "that" 0.000384514819201132 100
"11476" "state" "that" 0.000384514819201132 100
"11477" "funny" "thats" 0.00450126035289881 100
"11478" "like" "thats" 0.00450126035289881 100
"11479" "blind" "the" 8.38719309163679e-05 100
"11480" "funding" "the" 8.38719309163679e-05 100
"11481" "sudden" "the" 8.38719309163679e-05 100
"11482" "shoulder" "the" 8.38719309163679e-05 100
"11483" "rotation" "the" 8.38719309163679e-05 100
"11484" "horses" "the" 8.38719309163679e-05 100
"11485" "appointment" "the" 8.38719309163679e-05 100
"11486" "indiana" "the" 8.38719309163679e-05 100
"11487" "unit" "the" 8.38719309163679e-05 100
"11488" "throne" "the" 8.38719309163679e-05 100
"11489" "danger" "the" 8.38719309163679e-05 100
"11490" "brewery" "the" 8.38719309163679e-05 100
"11491" "shoes" "the" 8.38719309163679e-05 100
"11492" "also" "there" 0.00190240654427851 100
"11493" "three" "these" 0.00481463649494463 100
"11494" "going" "things" 0.00533845825325646 100
"11495" "website" "this" 0.000734689079581521 100
"11496" "rescue" "to" 0.000145282108798866 100
"11497" "ban" "to" 0.000145282108798866 100
"11498" "facebook" "to" 0.000145282108798866 100
"11499" "kiss" "to" 0.000145282108798866 100
"11500" "ohio" "to" 0.000145282108798866 100
"11501" "still" "to" 0.000145282108798866 100
"11502" "will" "tomorrow" 0.0117813383600377 100
"11503" "tired" "too" 0.00345006037605658 100
"11504" "name" "twitter" 0.0116618075801749 100
"11505" "words" "two" 0.00349283967865875 100
"11506" "around" "up" 0.0013654673311941 100
"11507" "introduced" "was" 0.000641465620650061 100
"11508" "cut" "was" 0.000641465620650061 100
"11509" "caught" "was" 0.000641465620650061 100
"11510" "leave" "we" 0.000956882858400475 100
"11511" "im" "week" 0.00526787125322657 100
"11512" "voted" "who" 0.00159744408945687 100
"11513" "stop" "would" 0.00194677516693597 100
"11514" "way" "wrong" 0.0196232339089482 100
"11515" "food" "your" 0.0013196093956189 100
"11516" "loud" "a" 0.000166761557923532 99
"11517" "prominent" "a" 0.000166761557923532 99
"11518" "south" "a" 0.000166761557923532 99
"11519" "theme" "a" 0.000166761557923532 99
"11520" "brother" "a" 0.000166761557923532 99
"11521" "beach" "a" 0.000166761557923532 99
"11522" "spending" "after" 0.0029969122722044 99
"11523" "done" "all" 0.00119972369999636 99
"11524" "included" "also" 0.00304915609215227 99
"11525" "will" "always" 0.00590903664796466 99
"11526" "vanilla" "and" 0.000164506480558325 99
"11527" "fight" "and" 0.000164506480558325 99
"11528" "space" "and" 0.000164506480558325 99
"11529" "enjoyed" "and" 0.000164506480558325 99
"11530" "indeed" "and" 0.000164506480558325 99
"11531" "placed" "and" 0.000164506480558325 99
"11532" "time" "another" 0.00599491340680635 99
"11533" "saved" "be" 0.000724908288118094 99
"11534" "time" "be" 0.000724908288118094 99
"11535" "alive" "be" 0.000724908288118094 99
"11536" "club" "book" 0.00885906040268456 99
"11537" "leaders" "business" 0.0116648992576882 99
"11538" "show" "can" 0.001609599063506 99
"11539" "write" "can" 0.001609599063506 99
"11540" "beat" "cant" 0.00456074077486525 99
"11541" "friends" "close" 0.0174942569358544 99
"11542" "board" "county" 0.0117423793144348 99
"11543" "stop" "didnt" 0.0057840616966581 99
"11544" "go" "doesnt" 0.00921187308085977 99
"11545" "personal" "for" 0.000360193849780973 99
"11546" "additional" "for" 0.000360193849780973 99
"11547" "weeks" "four" 0.0119825708061002 99
"11548" "college" "from" 0.00103185191361628 99
"11549" "opportunity" "great" 0.00324451872972176 99
"11550" "died" "had" 0.00169546676713877 99
"11551" "failed" "has" 0.00151994350109006 99
"11552" "developed" "has" 0.00151994350109006 99
"11553" "first" "he" 0.000929324409315773 99
"11554" "character" "his" 0.0013165068684424 99
"11555" "support" "his" 0.0013165068684424 99
"11556" "lose" "i" 0.000241262166680476 99
"11557" "just" "id" 0.0128471321048534 99
"11558" "needed" "if" 0.00142739737877936 99
"11559" "probably" "im" 0.00160954672562919 99
"11560" "running" "im" 0.00160954672562919 99
"11561" "leaving" "im" 0.00160954672562919 99
"11562" "football" "in" 0.000240644635933835 99
"11563" "summer" "in" 0.000240644635933835 99
"11564" "church" "in" 0.000240644635933835 99
"11565" "size" "in" 0.000240644635933835 99
"11566" "around" "is" 0.000369385067142266 99
"11567" "rather" "is" 0.000369385067142266 99
"11568" "essentially" "is" 0.000369385067142266 99
"11569" "allowed" "is" 0.000369385067142266 99
"11570" "much" "isnt" 0.0135914332784185 99
"11571" "shouldnt" "it" 0.00043376344557145 99
"11572" "simply" "it" 0.00043376344557145 99
"11573" "ends" "it" 0.00043376344557145 99
"11574" "another" "its" 0.00111035093819046 99
"11575" "unclear" "its" 0.00111035093819046 99
"11576" "thursday" "last" 0.00315799547034993 99
"11577" "often" "most" 0.00429054346883939 99
"11578" "valuable" "most" 0.00429054346883939 99
